Iteration,Distance,NGD,Context,Vector,WordA,WordB
55,0.6751499999999999,0.24333513013054908,0.5183677436979357,1.0,Konsensentscheidung,Ortsstraße,2.4368528738284847
56,0.713544,0.1845285486348831,0.6399373466866147,1.0,Lagergut,Housemusik,2.5380098953214976
57,0.6751499999999999,0.4695426281141025,0.5372435736804817,1.0,Güterabfertigung,Beweisnot,2.681936201794584
58,0.6751499999999999,0.8790664961684904,0.5823851748733768,1.0,Hauptgedeck,Pädagogische Hochschule,3.136601671041867
59,0.8228679999999999,0.3170153223946027,0.46991523114508293,1.0,Radiobeitrag,Lieblingskomponist,2.6097985535396857
60,0.8228679999999999,0.3289729553997669,1,0.9495836914335655,Jackson,Weihnachtsstress,3.1014246468333324
61,0.46814599999999995,0.3150454458664218,1,1.0,Gefahrensymbol,Randlage,2.7831914458664215
62,0.713544,0.11159539647043315,1,1.0,Selbstquarantäne,Brückenbogen,2.825139396470433
63,0.7866420000000001,0.12771047672641878,1,1.0,K.-o.-System,Kunstprosa,2.914352476726419
64,0.319994,0.42990988754757986,0.5,0.8042428767147427,Fahrlehrer,Plaudertasche,2.0541467642623226
65,0.858146,0.38981674328491933,0.6314223337025877,1.0,Großmesse,Antidemokrat,2.879385076987507
66,0.713544,-0.07506167897081806,0.5291821732667235,1.0,Martial-Arts-Film,Landesgeschäftsführer,2.1676644942959054
67,0.7866420000000001,0.07418605048403493,1,1.0,Montagekosten,Steinmeteorit,2.860828050484035
68,0.397335,0.18630583764977116,0.4882927808755416,1.0,Contentmanagement,Kabelherstellung,2.0719336185253128
69,0.858146,0.3679447500440767,1,1.0,Fastnachtsspiel,Grundschulunterricht,3.2260907500440767
70,0.858146,0.3366206689821142,0.006939274403083506,1.0,Frauenminister,Rückzahlungsverpflichtung,2.2017059433851975
71,0.6751499999999999,0.16524932804429704,0.5183677436979357,0.9191618710048373,Kaliber,Fotomesse,2.27792894274707
72,0.916397,0.4681148596780055,1,0.81531051747944,Hochbahn,Seewind,3.1998223771574454
73,0.6751499999999999,1.0820964650625347,0.6291019531692622,0.8106954562088867,Glücksgöttin,Fanszene,3.1970438744406833
74,0.7866420000000001,-0.0037101296944539452,1,0.9595661020569634,Ausgangsstellung,Raclette,2.7424979723625094
75,0.713544,0.04528239929697386,0.4650208481675444,1.0,Punktsiegerin,Signatur,2.2238472474645183
76,0.5296799999999999,0.3289102362343569,1,0.9272248660451756,Betriebsergebnis,Glorie,2.7858151022795328
77,0.858146,0.7270160572925759,0.6092099938410944,1.0,Spinnenaffe,Decke,3.19437205113367
78,0.5296799999999999,0.12658543651172405,1,0.9148116464770237,Kognition,Seniorenbeirat,2.5710770829887477
79,0.7866420000000001,1.127718729957125,0.1861448469722079,1.0,Schampon,Lauschepper,3.100505576929333
80,0.6341030000000001,0.2359132903630875,0.005234991164100755,1.0,Standortfrage,Galeriewohnung,1.8752512815271882
81,0.8228679999999999,0.3357682581792548,1,1.0050005647255664,Selbstzweifel,Eisblume,3.163636822904821
82,0.713544,0.39207947800763965,0.6714559000758995,1.0,Massentaufe,Kinoproduktion,2.777079378083539
83,0.6341030000000001,0.2131986245664137,0.1861448469722079,1.0,Bandscheibenproblem,Jubelpaar,2.0334464715386216
84,0.58578,0.346782074585928,0.6241963505817849,0.7874187320073516,Winkelmaß,Excel-Tabelle,2.3441771571750643
85,0.58578,0.23688338538946774,1,1.0,Obdachlosenasyl,Weltatlas,2.822663385389468
86,0.858146,0.1865816108258811,0.5105463409494677,1.0,Thronwirren,Leistungsmarke,2.555273951775349
87,0.889303,0.5311687666097964,0.6068767355343548,1.0,Straßenmusikant,Straßenkriminalität,3.027348502144151
88,0.46814599999999995,0.26880257872808244,1,1.0,Kommandoebene,Wachtel,2.7369485787280823
89,0.397335,0.26151123394701214,0.4627197282866996,1.0,Teilabriss,Judenemanzipation,2.1215659622337117
90,0.939427,0.18932868635714095,0.43453512321427123,1.0,EU-Ratspräsidentschaft,Kirchenmalerin,2.563290809571412
91,0.7505040000000001,0.22153500161544215,1,1.0,SS-Obersturmführer,Rosinenkuchen,2.972039001615442
92,0.46814599999999995,1.1274110396484045,1,1.0,Rheinschifferin,Pfingstler,3.5955570396484045
93,0.7866420000000001,1.1115521120761445,1,1.0,Historizität,Verkehrsstaatssekretärin,3.8981941120761445
94,0.7866420000000001,-0.21348429615000408,0.6725886891095687,0.9252381703221683,Nudist,Bundesdelegiertenversammlung,2.170984563281733
95,0.397335,0.26973267345459284,0.6747833754567316,1.0,Richtertätigkeit,Akklimatisierung,2.3418510489113245
96,0.7505040000000001,0.4210793038120809,1,1.0276246384749699,Verdammnis,Umsatz,3.1992079422870505
97,0.46814599999999995,-0.04771071491472756,1,0.9398028557755999,Pausenbrot,Hit,2.360238140860872
98,0.58578,0.3655917099606316,0.5474673981313176,1.0,Hornmoos,Surfparadies,2.498839108091949
99,0.7505040000000001,0.39539341544599027,1,0.9970817831860281,Schuhputzer,Sofortbild,3.1429791986320184
